x	y	A	B	C	D
-56.0475646552213	12.6659256997377	0.710406563699301	2.8877863219436	1.30957043673055	2.89226387975949
-23.017748948328	-1.42733776743515	0.25688370915653	1.40356867074942	1.37509599813332	4.94509247553317
7.0508391424576	68.4301142007229	0.246691878462374	0.524394978804936	3.18997840191357	5.13886288927119
12.9287735160946	-11.2885492829634	0.347542599397733	3.14428831829098	3.78955552826847	2.29589391719195
-126.506123460653	29.2306874818035	0.951618567265016	3.0293353075635	1.04895116386066	2.47194326866611
-68.6852851893526	6.19271219223069	0.0450277248089203	3.20307234714919	2.59653858796012	4.43939255571887
-44.5661970099958	10.7970784371986	0.784904469457076	1.06181304434061	0.70883870682329	2.83035341534235
122.408179743946	18.9819741379941	1.66794193658814	2.9235111699918	0.591527683045657	1.45462918838101
35.9813827057364	-25.1161726554651	0.380226520287762	1.37583354595166	3.32976086914092	0.238999749538403
40.0771450594052	-16.660369183471	0.918996609060766	4.20021788105134	0.254211876591589	2.81838585472028
11.068271594512	-50.9287691553544	0.575346962608392	2.57406095207036	2.26216135555356	2.86887264629604
-55.5841134754075	-53.5895613237789	0.607964322225033	1.57547769495036	1.49787605151678	3.53860199590768
49.7850478229239	22.4104889314713	1.61788270828916	1.53808448200182	0.643335928744804	4.06237031441418
70.1355901563686	46.1133733939869	0.0555619655245394	0.664405157900235	0.974057734472504	7.82117586196986
-106.782370598685	-24.5515583028268	0.519407203943462	2.01675321655402	0.283750584520714	0.361278375863406
-102.600444830724	50.2869262231128	0.301153362166714	0.238905213261317	2.68609007393262	0.858155306516865
-72.889122929114	-35.4600381291196	0.105676194148943	0.560790670340493	3.93240459998392	2.95411081895829
-62.5039267849257	-34.4004308233679	0.640706008305376	1.12597906644096	5.9916401542439	2.29755475905308
83.7787044494525	-14.2386503525504	0.849704346033582	0.744877512207658	1.80212647101725	5.26806452922097
15.3373117836515	-61.0358856127268	1.02412879060491	1.95394677337124	3.75381408487483	0.731701553490909
-113.813693701195	9.06517398745751	0.117646597100126	0.749161715534028	1.83349775004126	1.67592961969786
125.381492106993	-6.94456812195223	0.947474614184802	2.10542293115866	3.55644025379193	1.29721737664552
42.6464221476814	0.288209294994347	0.490557443700668	2.09835401333213	6.59643104665116	3.12614594821901
-29.5071482992271	19.2640200563165	0.256092192198247	2.52031048951622	3.93723892930053	3.15448788341601
89.5125661045022	-18.5330015896205	1.84386200523221	6.48207986988481	0.795435170089059	2.00879487337144
87.8133487533042	32.2188274259417	0.651949901695458	0.833715176320864	1.62958217769627	5.9842426793854
82.1581081637487	-11.0243280909375	0.235386572284857	0.596455183081431	1.24301984375658	4.54921448266298
68.8640254100091	16.5890981957848	0.0779608495637108	1.2731393480677	1.42874068384673	0.716206377520794
55.3917653537589	54.8419506574674	0.961856634130129	0.967561251417487	2.36580851355073	7.60944728671571
-6.19117105767217	21.7590745416901	0.0713080861235987	1.03372408862722	1.78385180237853	0.403899541315234
-30.5962663739917	-16.2965792765613	1.44455085842335	0.737929054770172	4.95272240201007	5.43936281528558
-38.0471001012383	57.4403809225547	0.451504053079215	0.430761015283387	0.162084375256321	2.65907774109625
-69.4706978920513	49.675192798106	0.0412329219929399	0.130586067050631	0.357735709282752	1.94183991561951
-20.7917278019599	27.4198479754035	0.422496832339625	0.068134507476928	0.731062288797276	1.50241148667909
-126.539635156826	11.9365867555721	2.05324722154052	4.25690379803236	3.69742763545601	2.24750545419913
120.796199830499	68.0326224265004	1.13133721341418	1.48267219254566	1.54819149283434	1.37566893651384
-112.310858320335	-30.0129793573563	1.46064007092482	2.19199253414933	2.97752145117611	0.361986588556885
77.9965118336318	-11.7850179550238	0.739947510877335	0.0755767983421576	5.02709079720957	6.3940350845833
-8.33690664718292	-51.321045015339	1.90910356921748	0.620961498886274	1.32348965071586	0.354260448555536
